time_s,workload_intensity,gpu_power_w,ambient_temp_c,fan_speed_pct,gpu_temp_c,throttle_flag
3280,0.1745,114.77,25.13,43.33,41.51,0
3281,0.1772,107.63,25.25,41.23,41.39,0
3282,0.1779,123.69,25.29,44.52,41.32,0
3283,0.1722,111.29,25.18,46.41,41.25,0
3284,0.1611,106.08,25.33,43.06,41.15,0
3285,0.1517,109.31,25.32,48.69,41.02,0
3286,0.1504,105.86,25.07,41.86,40.91,0
3287,0.1567,123.69,25.17,46.62,40.83,0
3288,0.1638,112.45,25.25,42.6,40.7,0
3289,0.166,135.61,25.39,45.92,40.64,0
3290,0.1631,112.62,25.18,42.64,40.56,0
3291,0.1594,110.04,25.4,47.5,40.5,0
3292,0.1595,99.78,25.29,43.83,40.43,0
3293,0.1634,107.59,25.33,44.05,40.25,0
3294,0.1671,124.75,25.18,46.14,40.19,0
3295,0.1667,120.07,25.3,43.9,40.14,0
3296,0.1619,113.06,25.42,38.92,40.02,0
3297,0.1549,104.06,25.11,41.86,39.97,0
3298,0.1485,110.94,25.1,42.49,39.87,0
3299,0.144,106.89,25.31,43.46,39.74,0
3300,0.1413,118.58,25.31,38.69,39.65,0
3301,0.14,86.82,25.25,42.37,39.59,0
3302,0.1402,106.6,25.25,41.05,39.49,0
3303,0.1427,88.96,25.37,43.04,39.38,0
3304,0.1472,114.87,25.18,43.1,39.27,0
3305,0.1521,104.21,25.08,45.38,39.2,0
3306,0.1561,122.91,25.21,40.52,39.1,0
3307,0.1599,116.55,25.26,39.69,39.02,0
3308,0.1648,95.15,25.12,44.44,38.88,0
3309,0.1705,113.54,25.33,41.58,38.79,0
3310,0.1745,130.15,25.17,44.74,38.71,0
3311,0.1746,122.06,25.27,45.28,38.6,0
3312,0.171,131.58,25.38,43.06,38.53,0
3313,0.1648,116.63,25.4,45.94,38.47,0
3314,0.1566,113.46,25.27,44.7,38.46,0
3315,0.1459,113.33,25.23,41.15,38.42,0
3316,0.1337,86.52,25.35,43.32,38.38,0
3317,0.1228,86.15,25.23,42.67,38.3,0
3318,0.1172,94.05,25.29,41.57,38.19,0
3319,0.1188,58.68,25.07,39.04,38.06,0
3320,0.1266,78.66,25.27,43.26,37.97,0
3321,0.1362,105.42,25.38,42.75,37.88,0
3322,0.1431,100.17,25.27,40.91,37.8,0
3323,0.1449,96.41,25.15,43.57,37.74,0
3324,0.1433,104.2,25.24,44.23,37.69,0
3325,0.1418,101.77,25.38,42.47,37.65,0
3326,0.143,83.77,25.12,43.14,37.58,0
3327,0.1466,107.46,25.16,43.22,37.51,0
3328,0.151,88.95,25.32,42.88,37.46,0
3329,0.1544,123.02,25.27,43.86,37.37,0
3330,0.1553,115.91,25.22,45.66,37.32,0
3331,0.1524,97.04,25.07,46.21,37.28,0
3332,0.1466,86.66,25.26,45.11,37.17,0
3333,0.1423,95.08,25.23,45.21,37.11,0
3334,0.1441,102.08,25.24,39.09,37.01,0
3335,0.1523,113.85,25.35,43.56,36.98,0
3336,0.162,116.72,25.28,41.81,36.95,0
3337,0.168,120.87,25.22,42.45,36.93,0
3338,0.1694,113.36,25.04,40.99,36.89,0
3339,0.1687,111.92,25.36,45.04,36.84,0
3340,0.1667,120.83,25.19,42.06,36.75,0
3341,0.1613,127.09,25.3,42.16,36.75,0
3342,0.1511,116.28,25.27,40.75,36.72,0
3343,0.1388,88.31,25.2,44.51,36.71,0
3344,0.1305,81.16,25.06,38.89,36.64,0
3345,0.1311,108.38,25.1,42.64,36.57,0
3346,0.1398,98.97,25.24,43.78,36.57,0
3347,0.151,99.49,25.31,44.64,36.44,0
3348,0.158,128.22,25.24,44.28,36.35,0
3349,0.1572,117.82,25.27,43.92,36.27,0
3350,0.1488,88.63,25.09,43.59,36.22,0
3351,0.1368,114.63,25.25,42.55,36.14,0
3352,0.1261,87.58,25.2,41.62,36.12,0
3353,0.1199,74.22,25.24,43.76,36.04,0
3354,0.1183,82.6,25.33,38.11,35.98,0
3355,0.1194,77.48,25.18,42.26,35.91,0
3356,0.1212,72.46,25.29,38.14,35.84,0
3357,0.122,92.39,24.92,45.5,35.8,0
3358,0.1216,95.39,25.1,41.95,35.76,0
3359,0.1209,86,25.21,38.92,35.7,0
3360,0.1226,82.28,25.31,45.52,35.61,0
3361,0.1281,100.85,25.33,44.35,35.51,0
3362,0.1363,99.41,25.11,40.07,35.43,0
3363,0.1434,114.84,25.13,40.08,35.36,0
3364,0.1461,101.98,25.14,41.7,35.36,0
3365,0.1438,100.93,25.06,42.99,35.34,0
3366,0.1383,96.2,25.2,46.3,35.25,0
3367,0.134,85.7,25.24,39.57,35.19,0
3368,0.1364,87.41,25.29,43.03,35.14,0
3369,0.1505,94.71,25.05,42.59,35.03,0
3370,0.1795,130.07,25.07,43.94,34.97,0
3371,0.2231,152.64,25.25,45.39,34.95,0
3372,0.2784,196.76,25.21,46.07,34.99,0
3373,0.3399,233.95,25.19,52.7,35.08,0
3374,0.4015,278.29,25.28,56.87,35.23,0
3375,0.4576,324.32,25.21,60.65,35.36,0
3376,0.5061,336.34,25.15,64.6,35.52,0
3377,0.5503,376.6,25.45,65.81,35.7,0
3378,0.5956,416.61,25.12,68.83,35.99,0
3379,0.6439,460.08,25.17,68.9,36.33,0
3380,0.6904,494.47,25.11,75.48,36.7,0
3381,0.7271,510.53,25.21,78.49,37.04,0
3382,0.7497,518.66,25.26,77.45,37.43,0
3383,0.7603,547.85,25.16,77.53,37.88,0
3384,0.7644,558.95,25.15,82.99,38.28,0
3385,0.7656,543.99,25.25,78.05,38.73,0
3386,0.766,531.15,25.07,79.39,39.17,0
3387,0.7675,539.74,25.25,76.18,39.57,0
3388,0.7723,545.8,25.16,77.73,39.99,0
3389,0.7799,540.1,25.3,76.58,40.4,0
3390,0.787,532.69,25.15,79.5,40.87,0
3391,0.7899,539.09,25.06,84.6,41.28,0
3392,0.7877,545.89,25.25,78.79,41.65,0
3393,0.7834,533.4,25.14,80.3,42.04,0
3394,0.7813,537.65,25.18,77.57,42.38,0
3395,0.7836,548.06,25.05,78.02,42.8,0
3396,0.7884,555.18,24.99,77.68,43.21,0
3397,0.7931,547.63,25.2,81.66,43.59,0
3398,0.7968,559.13,25.24,79.06,43.93,0
3399,0.7996,548.74,24.99,79.66,44.31,0
3400,0.7998,555.69,25.19,79.46,44.69,0
3401,0.7951,555.16,24.98,81.52,45.09,0
3402,0.7861,551.6,25.19,77.99,45.48,0
3403,0.7784,544.13,25.33,77.84,45.82,0
3404,0.7779,554.27,25.29,78.05,46.2,0
3405,0.785,541.2,25.28,78.74,46.58,0
3406,0.7943,544.05,25.21,81.32,46.94,0
3407,0.7995,571.72,25.31,79.28,47.24,0
3408,0.798,537.82,25.11,78.36,47.62,0
3409,0.7916,558.38,24.96,80.51,47.99,0
3410,0.7835,547.55,25.08,78.57,48.28,0
3411,0.7767,542.06,25.44,79.54,48.58,0
3412,0.7736,546.01,25.11,81.71,48.91,0
3413,0.7747,562.78,25.19,77.67,49.19,0
3414,0.7779,560.07,25.21,80.64,49.56,0
3415,0.7784,547.44,25.23,75.74,49.86,0
3416,0.7725,524.71,25.09,76.63,50.21,0
3417,0.7618,536.21,25.06,78.64,50.42,0
3418,0.7525,507.91,25.19,80.44,50.66,0
3419,0.7502,507.71,25.07,79.59,50.94,0
3420,0.7562,540.96,25.06,78.6,51.16,0
3421,0.7661,542.7,25.14,76.68,51.48,0
3422,0.7738,540.13,25.34,79.17,51.76,0
3423,0.775,535.26,25.17,77.71,52.04,0
3424,0.7698,550.31,25,80.84,52.27,0
3425,0.7622,532.53,25.2,76.12,52.53,0
3426,0.7576,520.97,24.96,78.42,52.8,0
3427,0.7588,519.83,25.2,79.79,53.02,0
3428,0.7651,547.85,25.19,77.63,53.26,0
3429,0.7744,544.46,25.2,80.82,53.48,0
3430,0.7849,562.59,25.21,80.66,53.74,0
3431,0.7954,550.63,25.1,79.42,54.03,0
3432,0.8046,559.17,25.01,77.15,54.31,0
3433,0.8114,574.19,25.07,84.67,54.56,0
3434,0.8155,566.5,25.09,82.05,54.88,0
3435,0.8165,561.23,25.12,81.4,55.15,0
3436,0.8139,545.04,25.07,80.37,55.37,0
3437,0.8073,564.87,25.15,83.02,55.63,0
3438,0.797,565.91,25.13,81.15,55.87,0
3439,0.7856,572.5,25.13,78.13,56.11,0
3440,0.7767,528.89,25.19,81.04,56.4,0
3441,0.7736,537.35,25.25,80.96,56.62,0
3442,0.7764,535.58,25.04,81.11,56.79,0
3443,0.7826,565.33,25.16,78.18,56.99,0
3444,0.7892,560.56,25.25,80.33,57.22,0
3445,0.7933,551.22,25.16,80.47,57.4,0
3446,0.7932,582.63,25.19,78.52,57.64,0
3447,0.7902,572.91,25.13,80.98,57.89,0
3448,0.7879,549.52,25.29,77.17,58.1,0
3449,0.7893,529.67,25.05,83.62,58.32,0
3450,0.7936,566.16,25.01,79.44,58.46,0
3451,0.7985,563.45,25.16,79.71,58.68,0
3452,0.8019,554.36,25.13,80.59,58.84,0
3453,0.8036,591.6,25.11,80.3,59.03,0
3454,0.8038,565.78,25.21,80.54,59.31,0
3455,0.8026,555.68,25.06,83.28,59.52,0
3456,0.8004,584.41,25.05,81.34,59.72,0
3457,0.7986,584.83,25.15,83.69,59.92,0
3458,0.7992,557.77,25.19,83.01,60.14,0
3459,0.8028,559.43,25.08,81.76,60.37,0
3460,0.8069,561.55,24.94,80.06,60.55,0
3461,0.8087,579.74,25.06,78.03,60.74,0
3462,0.8072,565.2,25.25,81.23,60.89,0
3463,0.8043,569.19,25.11,79.83,61.11,0
3464,0.8025,550.14,25.16,80.91,61.3,0
3465,0.8027,567.43,24.94,84.41,61.49,0
3466,0.8044,569.21,25.22,81.82,61.66,0
3467,0.8071,569.23,25.05,79.86,61.89,0
3468,0.81,544.36,24.95,81.17,62.08,0
3469,0.8108,563.59,25.07,82.79,62.22,0
3470,0.8064,578.86,25.03,80.07,62.45,0
3471,0.7974,553.9,24.97,78.19,62.62,0
3472,0.7876,554.35,25.12,80.99,62.82,0
3473,0.7804,537.59,25.11,82.36,63.01,0
3474,0.7761,558.34,25.13,80.26,63.17,0
3475,0.7734,549.91,25.25,81.62,63.35,0
3476,0.7729,520.4,24.97,75.08,63.51,0
3477,0.7763,538.86,25.09,80.97,63.61,0
3478,0.7835,559.97,24.98,80.81,63.72,0
3479,0.7913,563.16,24.95,80.8,63.86,0
3480,0.7952,561.73,25.15,81.24,63.98,0
3481,0.7937,575.51,25.13,84.27,64.14,0
3482,0.7891,542.81,25.04,76.62,64.36,0
3483,0.7854,582.09,25.14,83.93,64.45,0
3484,0.7856,553.61,25.15,78.25,64.59,0
3485,0.7903,565.57,25.01,78.98,64.73,0
3486,0.797,569.8,25.18,78.06,64.96,0
3487,0.8016,569.46,25.13,80.27,65.09,0
3488,0.8025,566.17,25.07,82.27,65.18,0
3489,0.8023,560.38,24.97,79.5,65.3,0
3490,0.8051,569.66,25.12,77.84,65.44,0
3491,0.811,557.89,24.95,82.18,65.59,0
3492,0.8161,568.6,25.07,81.22,65.72,0
3493,0.816,579.55,25.13,80.44,65.84,0
3494,0.8085,560.67,25.13,81.1,66.02,0
3495,0.7948,568.32,24.94,80.5,66.1,0
3496,0.7791,547.1,24.92,78.78,66.23,0
3497,0.7671,541.8,25.05,77.62,66.36,0
3498,0.7626,523.51,25.05,78.24,66.48,0
3499,0.7658,539.46,25.18,76.96,66.54,0
3500,0.7738,524.05,24.98,76.45,66.68,0
3501,0.7834,567.23,25.11,76.39,66.78,0
3502,0.7927,553.01,25.03,82.46,66.96,0
3503,0.7992,550.79,24.95,86,67.07,0
3504,0.7993,554.84,25.05,81.04,67.13,0
3505,0.7906,538.08,25.17,81.36,67.24,0
3506,0.7761,538.4,25.18,76.67,67.34,0
3507,0.7628,556.98,25,81.68,67.43,0
3508,0.7558,532.16,25.29,77.61,67.59,0
3509,0.7547,537.9,25.13,77.43,67.66,0
3510,0.7562,532.59,24.88,77.48,67.72,0
3511,0.7582,532.62,24.83,76.43,67.78,0
3512,0.7607,535.74,25.1,77.85,67.88,0
3513,0.7638,514.52,25.03,78.83,68,0
3514,0.7678,547.11,24.88,73.29,68.04,0
3515,0.7732,531.54,25.11,77.53,68.09,0
3516,0.7799,560.57,25.18,79.76,68.12,0
3517,0.7872,550.23,25.05,82.06,68.24,0
3518,0.7944,550.16,25.07,80.01,68.28,0
3519,0.8015,554.76,25.18,80.54,68.37,0
3520,0.8074,564.59,25.18,78.83,68.42,0
3521,0.8097,549.14,24.82,83.27,68.52,0
3522,0.8067,566.34,25.18,81.15,68.53,0
3523,0.7991,572.96,24.98,80.39,68.66,0
3524,0.7893,566.91,25.15,79.4,68.74,0
3525,0.78,550.48,25.1,81.57,68.83,0
3526,0.7737,560.31,25.05,79.73,68.92,0
3527,0.7719,537.41,24.93,80.23,69.02,0
3528,0.7743,550.3,25.04,78.6,69.07,0
3529,0.7777,546.37,24.9,79.96,69.17,0
3530,0.7784,540.59,25.08,79.55,69.26,0
3531,0.7745,535.14,24.97,76.82,69.25,0
3532,0.7673,520.08,25.04,74.49,69.3,0
3533,0.7601,537.5,25.2,79.95,69.38,0
3534,0.7558,541.71,25.11,76.61,69.44,0
3535,0.7552,546.29,25.02,72.86,69.49,0
3536,0.7577,546.16,25.15,78.07,69.59,0
3537,0.7629,531.66,24.94,78.03,69.64,0
3538,0.7701,539.55,24.97,79.26,69.68,0
3539,0.7781,544.45,25.12,80.62,69.73,0
3540,0.7853,549.36,25.16,78.55,69.81,0
3541,0.7911,547.79,25.11,80.51,69.82,0
3542,0.7965,569.7,25.13,80.78,69.89,0
3543,0.8036,562.05,25.06,78.99,70.08,0
3544,0.8129,579.75,25.22,83.25,70.15,0
3545,0.8222,583.85,25.05,83.06,70.22,0
3546,0.8279,574.33,24.97,83.37,70.27,0
3547,0.827,584.02,25.08,78.9,70.37,0
3548,0.8184,590.13,25.06,78.18,70.54,0
3549,0.8038,565.02,25.09,80.21,70.64,0
3550,0.7872,551.81,25.07,78.38,70.73,0
3551,0.7736,531.73,25.03,79.48,70.82,0
3552,0.7665,529.7,25.07,75.31,70.82,0
3553,0.7666,534.4,25.09,75.65,70.88,0
3554,0.7722,528.46,25.13,79.56,70.95,0
3555,0.7808,525.84,25.12,83.86,70.96,0
3556,0.7907,560.12,24.99,79.98,70.91,0
3557,0.8006,556.67,25.03,78.24,70.96,0
3558,0.8095,563.01,24.91,79.3,71.07,0
3559,0.817,570.6,25,82.34,71.15,0
3560,0.8232,590.64,25.02,79.87,71.23,0
3561,0.8283,574.82,25.17,80.73,71.31,0
3562,0.8318,584.33,25.12,81.24,71.37,0
3563,0.8326,591.82,25.15,82.34,71.48,0
3564,0.8301,580.44,25.12,83.82,71.55,0
3565,0.825,586.28,24.87,78.15,71.64,0
3566,0.8197,557.67,24.99,82.43,71.69,0
3567,0.8162,573.93,25.11,81.86,71.73,0
3568,0.8143,579.95,24.91,82.53,71.86,0
3569,0.8117,565.53,24.94,81.45,71.95,0
3570,0.8055,574.03,25.02,77.96,72.01,0
3571,0.7951,539.16,24.91,82.03,72.16,0
3572,0.7837,540.2,24.86,78.88,72.16,0
3573,0.7764,546.75,24.99,79.67,72.18,0
3574,0.7766,574.74,25.06,76.13,72.24,0
3575,0.7838,552.38,25.1,80.64,72.34,0
3576,0.7939,546.41,24.87,79.16,72.38,0
3577,0.8021,563.33,25.07,76.64,72.37,0
3578,0.8046,570.23,25.14,78.13,72.44,0
3579,0.8006,555.59,24.9,82,72.48,0
3580,0.7926,559.07,25.09,79.92,72.51,0
3581,0.7841,542.11,25.13,80.64,72.49,0
3582,0.7774,556.21,25.02,74.04,72.54,0
3583,0.7734,520.17,25.05,81.08,72.6,0
3584,0.7736,544.13,24.86,79.66,72.6,0
3585,0.7793,546.38,25.03,79.74,72.61,0
3586,0.7896,544.12,24.96,81.11,72.62,0
3587,0.8008,566.55,24.92,79.82,72.63,0
3588,0.8089,577.75,25.14,82.56,72.68,0
3589,0.8115,581.43,24.94,82.43,72.75,0
3590,0.8085,582.66,25.07,79.71,72.89,0
3591,0.8017,573.66,25.12,80.12,72.99,0
3592,0.7934,558.71,24.91,79.4,73.05,0
3593,0.7857,555.9,25.04,79.46,73.07,0
3594,0.7801,552.28,25.08,78.95,73.08,0
3595,0.7778,542.73,25.12,78.82,73.12,0
3596,0.7783,525.22,24.99,80.35,73.14,0
3597,0.7792,556.04,25.09,81.57,73.14,0
3598,0.7788,561.34,25.11,76.86,73.22,0
3599,0.7779,542.26,25.07,75.13,73.28,0
3600,0.7791,523.22,24.78,79.94,73.35,0
3601,0.7839,540.07,24.96,77.16,73.37,0
3602,0.7915,569.92,25.03,80,73.4,0
3603,0.7988,555.04,25.01,82.01,73.42,0
3604,0.8033,556.82,24.84,77.08,73.44,0
3605,0.8037,570.69,25.02,80.89,73.47,0
3606,0.8002,570.84,24.92,79.8,73.5,0
3607,0.7944,563.42,24.77,78.42,73.56,0
3608,0.7893,561.21,25.07,82.46,73.64,0
3609,0.7878,557.09,24.76,80.73,73.62,0
3610,0.7908,559.92,25.03,80.74,73.67,0
3611,0.7974,570.83,24.9,82.75,73.66,0
3612,0.8055,571.83,24.92,82.26,73.67,0
3613,0.813,555.4,25,81.55,73.7,0
3614,0.8189,568.41,24.78,79.2,73.71,0
3615,0.8238,582.62,25,79.9,73.73,0
3616,0.828,568.29,24.89,81.57,73.83,0
3617,0.8312,576.72,24.9,77.32,73.88,0
3618,0.8332,593.98,24.99,81.6,73.93,0
3619,0.8345,576.35,24.96,84.63,74.02,0
3620,0.8357,578.11,24.79,81.47,74.11,0
3621,0.8372,586.25,25.03,80.74,74.16,0
3622,0.8383,571.97,25.06,84.78,74.19,0
3623,0.8363,585.63,24.97,85.58,74.22,0
3624,0.8282,576.29,25.15,83.01,74.31,0
3625,0.8141,581.21,24.82,82.63,74.34,0
3626,0.7986,561.16,24.91,80.4,74.38,0
3627,0.7888,563.2,25.09,82.44,74.44,0
3628,0.7892,557.46,25.04,79.02,74.46,0
3629,0.7976,568.47,25.08,77.71,74.43,0
3630,0.8072,566.55,24.91,81.64,74.48,0
3631,0.812,568.13,24.91,80.2,74.5,0
3632,0.8101,564.64,24.93,81.89,74.52,0
3633,0.8042,563.85,24.86,81.18,74.58,0
3634,0.7987,569,24.95,78.97,74.57,0
3635,0.7973,550.82,24.9,82.53,74.61,0
3636,0.8003,557.8,25.2,77.86,74.61,0
3637,0.8046,556.59,24.98,80.62,74.58,0
3638,0.8064,567.34,25.06,82.1,74.61,0
3639,0.8044,571.29,25.09,78.98,74.67,0
3640,0.7999,570.76,24.88,76.94,74.68,0
3641,0.7958,562.33,24.89,78.86,74.71,0
3642,0.7947,549.72,25.14,81.68,74.7,0
3643,0.7975,553.07,24.88,79.54,74.69,0
3644,0.8019,565.46,24.97,79.89,74.69,0
3645,0.8047,556.38,25.1,80.93,74.73,0
3646,0.8048,561.65,24.95,81.18,74.65,0
3647,0.8038,563.83,25.03,79.04,74.62,0
3648,0.8025,550.86,25,79.28,74.64,0
3649,0.7994,568.39,25.01,72.85,74.69,0
3650,0.7927,567.57,24.82,79.75,74.76,0
3651,0.7835,550.01,24.94,83.9,74.81,0
3652,0.7757,551.36,24.83,79.46,74.84,0
3653,0.7721,527.43,24.72,76.77,74.91,0
3654,0.7716,538.36,24.92,76.59,74.83,0
3655,0.77,527.5,24.98,78.62,74.85,0
3656,0.7655,510.97,25.08,81.39,74.91,0
3657,0.7613,528.18,24.99,80.8,74.85,0
3658,0.7629,536.45,25.06,80.9,74.89,0
3659,0.7719,533.98,24.97,78.98,74.89,0
3660,0.7836,547.41,25.01,79.52,74.9,0
3661,0.792,556.83,24.85,79.48,74.91,0
3662,0.7954,567.9,25,77.53,74.91,0
3663,0.7975,554.46,24.77,81.24,74.96,0
3664,0.8024,555.45,24.98,78.69,74.95,0
3665,0.8099,581.7,24.97,79.6,74.97,0
3666,0.8161,584.48,25.06,83.64,75,0
3667,0.8165,567.6,25.1,81.55,75.06,0
3668,0.8093,561.18,24.89,82.56,75.09,0
3669,0.7961,558.11,24.89,79.65,75.07,0
3670,0.7816,535.67,24.9,79.57,75.12,0
3671,0.7715,550.98,25.06,79.83,75.17,0
3672,0.7694,541.12,24.76,79.51,75.19,0
3673,0.775,556.75,24.91,78.58,75.13,0
3674,0.7849,542.17,24.83,81.76,75.15,0
3675,0.7935,564.39,24.9,74.54,75.16,0
3676,0.7958,543.06,25.07,85.48,75.16,0
3677,0.7922,547.51,24.96,80.27,75.14,0
3678,0.7878,547.83,25.11,80.38,75.14,0
3679,0.7871,558.42,24.85,79.9,75.14,0
3680,0.79,567.03,24.84,79.33,75.12,0
3681,0.7927,555.43,24.8,80.04,75.14,0
3682,0.7928,560.16,24.74,78.42,75.13,0
3683,0.7915,557.16,24.96,74.31,75.18,0
3684,0.7916,565.92,25.04,80.44,75.24,0
3685,0.7933,560.74,25.01,81.16,75.28,0
3686,0.7939,538.2,24.92,79.91,75.26,0
3687,0.791,566.29,25.01,81.84,75.25,0
3688,0.7852,559.55,24.84,78.02,75.31,0
3689,0.7798,546.34,25.03,77.58,75.31,0
3690,0.7768,542.14,25.05,77.64,75.32,0
3691,0.7742,550.31,24.86,79.53,75.27,0
3692,0.7693,532.43,24.8,81.38,75.33,0
3693,0.7627,530.61,24.89,79.84,75.34,0
3694,0.7588,534.62,25.11,77.48,75.32,0
3695,0.7619,523.41,24.74,77.19,75.35,0
3696,0.7713,540.59,24.88,78.48,75.3,0
3697,0.7828,544.12,24.81,82.42,75.26,0
3698,0.7918,550.6,24.93,81.95,75.22,0
3699,0.7954,542.72,24.96,78.28,75.25,0
3700,0.7905,563.21,24.85,80.7,75.25,0
3701,0.774,537.95,25.08,81.34,75.29,0
3702,0.7451,517.73,24.86,80.81,75.27,0
3703,0.7068,509,24.85,75.69,75.21,0
3704,0.6634,460.79,24.75,71.65,75.15,0
3705,0.6174,429.92,24.83,68.07,75.05,0
3706,0.5675,401.55,25.03,66.14,74.95,0
3707,0.5119,382.7,24.83,64.2,74.78,0
3708,0.4519,318.62,25.01,58.34,74.58,0
3709,0.3923,292.75,25.05,59.95,74.37,0
3710,0.3387,243.95,24.66,57.36,74.07,0
3711,0.2938,193.95,24.8,47.68,73.71,0
3712,0.2569,170.59,24.93,46.85,73.33,0
3713,0.2261,161.62,24.81,43.88,72.96,0
3714,0.2001,132.83,24.83,47.14,72.53,0
3715,0.1802,140.85,24.88,43.6,72.05,0
3716,0.1682,135.63,25.16,46.61,71.63,0
3717,0.1642,130.5,24.68,44.22,71.18,0
3718,0.1648,112.4,24.87,46.19,70.67,0
3719,0.1656,129.28,24.9,42.19,70.22,0
3720,0.1643,105.38,24.99,42.68,69.81,0
3721,0.1613,113.51,24.77,42.55,69.37,0
3722,0.1578,105.2,24.71,43.88,68.94,0
3723,0.155,121.03,24.8,44.51,68.46,0
3724,0.153,97.85,24.99,45.14,68.08,0
3725,0.1511,94.3,24.86,44.27,67.62,0
3726,0.1472,111.97,24.7,37.92,67.14,0
3727,0.1402,93.52,24.99,40.92,66.69,0
3728,0.1321,106.1,25.09,38.76,66.29,0
3729,0.1272,84.39,24.8,40.49,65.88,0
3730,0.1273,92.36,24.78,42.79,65.45,0
3731,0.1293,90.5,24.81,41.25,65.02,0
3732,0.13,90.9,24.61,43.52,64.61,0
3733,0.1306,85.71,24.87,38.41,64.13,0
3734,0.1361,90.18,24.88,43.05,63.68,0
3735,0.1477,106.12,24.75,41.84,63.25,0
3736,0.1602,101.27,24.87,38.38,62.83,0
3737,0.1668,98.09,24.83,45.22,62.43,0
3738,0.1667,119.05,24.78,47.95,61.99,0
3739,0.1646,113.05,25.09,41.83,61.62,0
3740,0.1644,121.23,24.88,47.71,61.25,0
3741,0.1655,98.87,24.94,44.86,60.92,0
3742,0.1647,132.01,24.83,43.61,60.55,0
3743,0.1598,107.63,24.99,42.67,60.23,0
3744,0.1512,95.92,25.08,42.46,59.86,0
3745,0.1419,89.61,24.88,46.42,59.55,0
3746,0.1347,85.18,25,41.68,59.18,0
3747,0.1307,108.96,24.92,43.24,58.81,0
3748,0.1298,85.78,24.91,44.03,58.44,0
3749,0.1327,106.94,24.84,41.87,58.12,0
3750,0.1403,98.2,24.81,39.52,57.78,0
3751,0.152,101.37,24.87,43.48,57.39,0
3752,0.1648,117.43,24.94,41.73,57.09,0
3753,0.1762,116.42,24.98,46.47,56.78,0
3754,0.1835,128.4,24.68,48.79,56.51,0
3755,0.1843,120.87,24.88,48.06,56.24,0
3756,0.1777,120.91,24.87,43.59,55.95,0
3757,0.1673,124.76,24.85,43.97,55.66,0
3758,0.1597,119.96,24.62,44.71,55.36,0
3759,0.159,124.84,24.83,40.27,55.09,0
3760,0.1638,118.38,24.95,43.41,54.81,0
3761,0.1692,108.28,24.93,45.44,54.58,0
3762,0.1719,104.98,24.88,44.09,54.31,0
3763,0.1703,114.1,24.8,41.76,54.01,0
3764,0.1643,112.45,24.83,40.93,53.73,0
3765,0.1545,109.75,25,45.29,53.44,0
3766,0.1432,114.35,25.03,42.63,53.12,0
3767,0.1343,93.73,24.84,40.26,52.86,0
3768,0.1316,92.02,24.78,40.64,52.58,0
3769,0.1356,106.89,24.94,39.38,52.34,0
3770,0.1442,117.42,24.71,40.28,52.11,0
3771,0.1542,87.6,24.72,38.95,51.87,0
3772,0.1624,106.36,24.88,43.51,51.59,0
3773,0.166,114.51,25.02,42.59,51.35,0
3774,0.1641,100.94,24.95,44.44,51.11,0
3775,0.1589,105.54,24.79,43.39,50.82,0
3776,0.154,111.14,24.99,45.25,50.59,0
3777,0.1519,118.79,25.05,38.12,50.3,0
3778,0.1529,97.19,24.94,44.47,50.11,0
3779,0.1569,103.78,24.94,39.17,49.8,0
3780,0.1637,112.8,24.87,44.27,49.57,0
3781,0.1708,110.75,24.72,42.65,49.4,0
3782,0.1742,134.9,24.85,45.8,49.21,0
3783,0.1716,120.78,24.91,43.92,49.11,0
3784,0.1647,98.27,24.77,40.91,48.92,0
3785,0.1571,95.91,24.85,43.34,48.79,0
3786,0.1516,98.34,24.96,42.23,48.57,0
3787,0.1495,122.18,24.81,41.48,48.39,0
3788,0.1518,98.9,24.73,42.63,48.22,0
3789,0.1581,122.06,24.81,43.51,48.01,0
3790,0.1652,131.96,24.74,43.56,47.9,0
3791,0.168,121.08,24.96,42.16,47.72,0
3792,0.1641,111.04,24.73,46.76,47.54,0
3793,0.155,104.69,24.78,43.41,47.3,0
3794,0.1459,102.58,24.58,40.69,47.07,0
3795,0.1415,97.44,24.69,42.32,46.89,0
3796,0.1432,101.22,24.64,41.69,46.68,0
3797,0.1481,117.13,24.98,43.43,46.44,0
3798,0.1515,104.58,24.72,43.58,46.28,0
3799,0.1506,105.77,24.8,41.9,46.07,0
3800,0.1467,98.95,24.91,43.7,45.88,0
3801,0.1429,105.23,24.5,40.81,45.69,0
3802,0.1414,93.31,24.72,42.39,45.46,0
3803,0.1424,110.35,24.92,41.18,45.26,0
3804,0.1442,117.28,24.81,44.28,45.12,0
3805,0.1449,96.03,24.88,41.23,44.96,0
3806,0.1439,102.63,24.73,41.32,44.78,0
3807,0.1417,72.04,24.87,41,44.63,0
3808,0.1398,86.94,24.8,42.19,44.43,0
3809,0.14,106.36,24.86,40.09,44.29,0
3810,0.1436,110.69,24.91,37.74,44.11,0
3811,0.1497,91.16,24.91,41.28,43.92,0
3812,0.1567,121.28,24.91,46.02,43.75,0
3813,0.1638,136.27,24.84,47.62,43.58,0
3814,0.1705,118.09,24.8,46.03,43.47,0
3815,0.1751,119.7,24.81,45.74,43.34,0
3816,0.1757,120.68,24.84,40.11,43.21,0
3817,0.1711,114.33,24.71,44.29,43.14,0
3818,0.1616,98.61,24.73,42.48,42.96,0
